Locality,Zip Code,Type of Property,Subtype of Property,Price,Type of Sale,Number of Rooms,Livable Space (m2),Fully Equipped Kitchen,Furnished,Any Fireplace ?,Terrace,Terrace Area (m2),Garden,Garden Area (m2),Swimming Pool,Surface of the Land (m2),Number of Facades,Construction Year,PEB,Primary Energy Consumption (kWh/m2),State of the Building,Url
Bouge,5004,House,house,559000,for-sale,3,210,0,0,0,1,70.0,1,1580.0,0,2162,4.0,1940.0,F,471.0,Good,https://www.immoweb.be/en/classified/house/for-sale/bouge/5004/20144354
Wemmel,1780,House,villa,845000,for-sale,4,275,0,0,1,0,,0,,0,1494,4.0,1977.0,D,353.0,To renovate,https://www.immoweb.be/en/classified/villa/for-sale/wemmel/1780/20283929
Lasne,1380,House,house,1800000,for-sale,4,315,0,0,0,0,,0,,0,9700,4.0,1800.0,E,415.0,To renovate,https://www.immoweb.be/en/classified/house/for-sale/lasne/1380/20190926
Grez-doiceau,1390,House,house,1980000,for-sale,5,780,1,0,0,1,80.0,1,31700.0,1,31700,4.0,2000.0,C,237.0,As new,https://www.immoweb.be/en/classified/house/for-sale/grez-doiceau/1390/20274698
Grace-hollogne,4460,Apartment,apartment,219000,for-sale,2,75,0,0,0,1,30.0,0,,0,,3.0,,C,208.0,Good,https://www.immoweb.be/en/classified/apartment/for-sale/grace-hollogne/4460/20284400
Ans,4430,House,house,149900,for-sale,3,82,0,1,0,1,12.0,1,70.0,0,140,3.0,1950.0,G,612.0,Good,https://www.immoweb.be/en/classified/house/for-sale/ans/4430/20121017
Soumagne,4630,House,house,175000,for-sale,2,102,1,0,0,0,,1,262.0,0,389,3.0,1900.0,E,384.0,Good,https://www.immoweb.be/en/classified/house/for-sale/soumagne/4630/20138625
Lasne,1380,House,house,995000,for-sale,5,295,1,0,0,0,,1,3175.0,0,3179,4.0,1860.0,E,384.0,Good,https://www.immoweb.be/en/classified/house/for-sale/lasne/1380/20213147
Edingen,7850,House,villa,540000,for-sale,3,334,1,0,0,0,,1,757.0,0,1112,,,D,295.0,Good,https://www.immoweb.be/en/classified/villa/for-sale/edingen/7850/20290165
Gent,9000,Apartment,loft,1065000,for-sale,3,260,0,0,0,1,39.0,0,,0,,,1956.0,B,125.0,Good,https://www.immoweb.be/en/classified/loft/for-sale/gent/9000/20156959
Brussel,1000,Apartment,apartment,225000,for-sale,1,61,1,1,0,1,2.0,0,,0,,2.0,2013.0,D,198.0,Good,https://www.immoweb.be/en/classified/apartment/for-sale/brussel/1000/20283652
Beveren-waas,9120,House,house,619000,for-sale,3,311,1,0,0,1,25.0,1,550.0,0,737,4.0,2006.0,B,124.0,Good,https://www.immoweb.be/en/classified/house/for-sale/beveren-waas/9120/20098837
Oudenaarde,9700,House,house,155000,for-sale,3,125,0,0,0,0,,0,,0,272,3.0,1960.0,F,1130.0,To renovate,https://www.immoweb.be/en/classified/house/for-sale/oudenaarde/9700/20066689
Bressoux,4020,House,house,179000,for-sale,4,134,1,0,0,0,,0,,0,69,2.0,1905.0,F,483.0,To be done up,https://www.immoweb.be/en/classified/house/for-sale/bressoux/4020/20076293
Waterloo,1410,House,house,995000,for-sale,5,295,1,0,0,0,,1,3175.0,0,3179,4.0,1860.0,E,384.0,Good,https://www.immoweb.be/en/classified/house/for-sale/waterloo/1410/20213157
Aalst,9300,Apartment,apartment,249000,for-sale,3,82,0,0,0,0,,0,,0,,2.0,1979.0,F,591.0,Just renovated,https://www.immoweb.be/en/classified/apartment/for-sale/aalst-9300/9300/20282670
Kieldrecht,9130,House,house,619000,for-sale,3,311,1,0,0,1,25.0,1,550.0,0,737,4.0,2006.0,B,124.0,Good,https://www.immoweb.be/en/classified/house/for-sale/kieldrecht/9130/20098836
Flemalle,4400,House,house,179000,for-sale,2,108,0,0,0,1,21.0,1,252.0,0,340,3.0,1930.0,F,456.0,Good,https://www.immoweb.be/en/classified/house/for-sale/flemalle/4400/11243506
Sint-martens-latem,9830,House,country-cottage,1650000,for-sale,4,359,0,0,0,1,25.0,1,2000.0,1,2559,4.0,1980.0,D,362.0,Good,https://www.immoweb.be/en/classified/country-cottage/for-sale/sint-martens-latem/9830/20215855
Uccle,1180,Apartment,apartment,1295000,for-sale,4,260,1,0,0,1,20.0,0,,0,,3.0,1998.0,D,209.0,As new,https://www.immoweb.be/en/classified/apartment/for-sale/uccle/1180/11300670
Roeselare,8800,Apartment,apartment,550000,for-sale,9,335,0,0,0,0,,0,,0,,,1980.0,D,320.0,,https://www.immoweb.be/en/classified/apartment/for-sale/roeselare/8800/20296601
Edegem,2650,House,villa,690000,for-sale,3,206,1,0,0,0,,1,865.0,0,1071,4.0,1973.0,E,413.0,Good,https://www.immoweb.be/en/classified/villa/for-sale/edegem/2650/20217733
Seraing,4101,House,house,175000,for-sale,4,135,1,0,0,1,40.0,1,160.0,0,330,2.0,1918.0,C,237.0,Good,https://www.immoweb.be/en/classified/house/for-sale/seraing/4101/20244604
Eeklo,9900,House,house,189000,for-sale,3,130,0,0,0,0,,0,,0,100,,1935.0,F,604.0,To be done up,https://www.immoweb.be/en/classified/house/for-sale/eeklo/9900/20053768
Bruxelles,1000,House,house,1595000,for-sale,5,325,0,0,0,0,,1,165.0,0,256,2.0,1890.0,B,93.0,As new,https://www.immoweb.be/en/classified/house/for-sale/bruxelles/1000/20206531
Kruishoutem,9770,House,villa,999000,for-sale,5,450,1,0,0,0,,0,,0,3001,4.0,2000.0,,,Good,https://www.immoweb.be/en/classified/villa/for-sale/kruishoutem/9770/20290262
Hasselt,3500,Apartment,apartment,1250000,for-sale,3,200,0,0,0,1,30.0,0,,0,,,2017.0,A,69.0,As new,https://www.immoweb.be/en/classified/apartment/for-sale/hasselt/3500/20130487
Seraing,4100,House,house,159000,for-sale,1,85,1,0,0,1,10.0,1,115.0,0,220,2.0,1919.0,C,254.0,Just renovated,https://www.immoweb.be/en/classified/house/for-sale/seraing/4100/11443359
Arlon,6700,Apartment,duplex,250000,for-sale,2,100,0,0,0,0,,0,,0,,,,B,125.0,Good,https://www.immoweb.be/en/classified/duplex/for-sale/arlon/6700/20283733
Liege,4000,House,house,169000,for-sale,3,92,1,0,0,1,8.0,0,,0,60,2.0,1930.0,C,241.0,Good,https://www.immoweb.be/en/classified/house/for-sale/liege/4000/11422040
Eeklo,9900,House,house,179000,for-sale,2,170,1,0,0,0,,0,,0,110,,1950.0,F,663.0,To renovate,https://www.immoweb.be/en/classified/house/for-sale/eeklo/9900/20218101
Sint-martens-latem,9830,House,villa,1995000,for-sale,5,367,1,0,0,0,,0,,1,2141,,2004.0,C,209.0,As new,https://www.immoweb.be/en/classified/villa/for-sale/sint-martens-latem/9830/20296617
Lint,2547,House,house,549000,for-sale,4,267,0,0,0,0,,0,,0,454,3.0,,B,195.0,Good,https://www.immoweb.be/en/classified/house/for-sale/lint/2547/20293128
Wijnegem,2110,Apartment,loft,1690000,for-sale,1,261,0,0,0,1,18.0,0,,0,,,1900.0,C,278.0,Good,https://www.immoweb.be/en/classified/loft/for-sale/wijnegem/2110/20054194
Kluisbergen,9690,House,apartment-block,650000,for-sale,6,270,0,0,0,0,,0,,0,170,,2016.0,A,,Good,https://www.immoweb.be/en/classified/apartment-block/for-sale/kluisbergen/9690/20285323
Aalst,9300,Apartment,apartment,289000,for-sale,3,111,0,0,0,0,,0,,0,,,2010.0,A,97.0,Good,https://www.immoweb.be/en/classified/apartment/for-sale/aalst/9300/20284641
Seraing,4100,House,house,180000,for-sale,1,50,1,0,0,1,3.0,0,,0,33,3.0,1931.0,C,196.0,As new,https://www.immoweb.be/en/classified/house/for-sale/seraing/4100/20052562
Hoboken,2660,House,mansion,595000,for-sale,5,258,1,0,0,0,,0,,0,210,2.0,,B,178.0,Good,https://www.immoweb.be/en/classified/mansion/for-sale/hoboken/2660/20240129
Edegem,2650,House,villa,550000,for-sale,3,200,1,0,0,0,,1,1450.0,0,1722,4.0,1934.0,E,464.0,To be done up,https://www.immoweb.be/en/classified/villa/for-sale/edegem/2650/20227707
Kluisbergen,9690,House,house,650000,for-sale,6,270,0,0,0,0,,0,,0,170,,2016.0,A,,Good,https://www.immoweb.be/en/classified/house/for-sale/kluisbergen/9690/20285322
Antwerpen,2000,Apartment,penthouse,3200000,for-sale,2,240,1,0,0,1,225.0,0,,0,,3.0,2024.0,,,Good,https://www.immoweb.be/en/classified/penthouse/for-sale/antwerpen/2000/20030466
Oostende,8400,Apartment,duplex,298000,for-sale,2,92,1,0,0,1,38.0,0,,0,,2.0,2012.0,B,136.0,As new,https://www.immoweb.be/en/classified/duplex/for-sale/oostende/8400/20281714
Grace-hollogne,4460,House,house,175000,for-sale,2,70,1,0,0,1,40.0,1,80.0,0,190,2.0,1875.0,D,293.0,Just renovated,https://www.immoweb.be/en/classified/house/for-sale/grace-hollogne/4460/20048925
Gent,9000,House,house,569000,for-sale,4,235,1,0,0,0,,0,,0,139,2.0,1854.0,D,319.0,To renovate,https://www.immoweb.be/en/classified/house/for-sale/gent/9000/20274391
Hasselt,3500,House,house,699000,for-sale,4,214,0,0,0,1,12.0,1,4.0,0,551,3.0,2024.0,,,As new,https://www.immoweb.be/en/classified/house/for-sale/hasselt/3500/20291358
Knokke-heist,8300,Apartment,apartment,4700000,for-sale,3,302,0,0,0,1,73.0,0,,0,,2.0,2021.0,A,64.0,As new,https://www.immoweb.be/en/classified/apartment/for-sale/knokke-heist/8300/20125552
Zepperen,3800,House,exceptional-property,799000,for-sale,3,266,1,0,0,0,,0,,0,2850,,1976.0,B,130.0,As new,https://www.immoweb.be/en/classified/exceptional-property/for-sale/zepperen/3800/20285318
Halle,1500,Apartment,apartment,299000,for-sale,2,99,1,0,0,0,,0,,0,,2.0,2002.0,C,251.0,Good,https://www.immoweb.be/en/classified/apartment/for-sale/halle/1500/20284458
Oudenaarde,9700,House,mixed-use-building,175000,for-sale,1,67,0,0,0,1,3.0,0,,0,77,2.0,2015.0,A,93.0,Good,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/oudenaarde/9700/11364777
Mariekerke,2880,House,house,185000,for-sale,2,75,1,0,0,0,,0,,0,60,,1875.0,F,513.0,Good,https://www.immoweb.be/en/classified/house/for-sale/mariekerke/2880/11169258
Liege,4000,House,house,599000,for-sale,6,404,1,0,0,1,25.0,1,100.0,0,285,2.0,,C,201.0,Good,https://www.immoweb.be/en/classified/house/for-sale/liege/4000/20250903
Weyler,6700,House,house,530000,for-sale,4,230,1,0,0,0,,0,,0,803,4.0,2000.0,D,260.0,Good,https://www.immoweb.be/en/classified/house/for-sale/weyler/6700/20047035
Houtain-le-val,1476,House,house,900000,for-sale,5,364,1,0,0,0,,0,,0,2382,,,F,480.0,To renovate,https://www.immoweb.be/en/classified/house/for-sale/houtain-le-val/1476/20274428
Watermael-boitsfort,1170,Apartment,apartment,760000,for-sale,3,214,1,0,0,0,,0,,0,,3.0,1980.0,C,138.0,As new,https://www.immoweb.be/en/classified/apartment/for-sale/watermael-boitsfort/1170/20123523
Mariekerke,2880,House,house,185000,for-sale,2,75,1,0,0,0,,0,,0,60,,1875.0,F,513.0,Good,https://www.immoweb.be/en/classified/house/for-sale/mariekerke/2880/20123263
Anderlecht,1070,House,villa,555000,for-sale,3,200,0,0,0,0,,1,450.0,0,600,4.0,1962.0,,,To renovate,https://www.immoweb.be/en/classified/villa/for-sale/anderlecht/1070/20005999
Pelt,3900,House,house,698000,for-sale,4,256,1,0,0,0,,0,,0,3042,4.0,1997.0,B,192.0,As new,https://www.immoweb.be/en/classified/house/for-sale/pelt/3900/20275156
Seraing,4100,Apartment,apartment,190000,for-sale,2,91,1,0,0,0,,0,,0,,2.0,1973.0,D,322.0,To be done up,https://www.immoweb.be/en/classified/apartment/for-sale/seraing/4100/20297495
Liege,4030,House,mixed-use-building,180000,for-sale,3,160,1,0,0,0,,1,66.0,0,250,2.0,1937.0,E,384.0,To be done up,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/liege/4030/20200500
Braives,4260,House,house,189000,for-sale,2,133,1,0,0,1,12.0,1,314.0,0,547,2.0,1850.0,E,414.0,Good,https://www.immoweb.be/en/classified/house/for-sale/braives/4260/20187989
Bouillon,6838,House,exceptional-property,680000,for-sale,13,737,1,0,0,0,,0,,0,427,2.0,1990.0,F,467.0,As new,https://www.immoweb.be/en/classified/exceptional-property/for-sale/bouillon/6838/20188590
Ieper,8900,House,house,560000,for-sale,8,380,0,0,0,0,,0,,0,199,,,D,310.0,Just renovated,https://www.immoweb.be/en/classified/house/for-sale/ieper/8900/20018765
Chapelle-lez-herlaimont,7160,House,mansion,575000,for-sale,5,474,1,0,0,0,,1,1275.0,0,1710,4.0,,D,,Good,https://www.immoweb.be/en/classified/mansion/for-sale/chapelle-lez-herlaimont/7160/20195678
Saint-leger-saint-leger,6747,Apartment,apartment,248000,for-sale,2,89,0,0,0,0,,0,,0,,3.0,2008.0,C,210.0,,https://www.immoweb.be/en/classified/apartment/for-sale/saint-leger-saint-leger/6747/20297594
Genappe,1470,House,house,185000,for-sale,3,200,0,0,0,0,,0,,0,96,2.0,1850.0,E,402.0,To be done up,https://www.immoweb.be/en/classified/house/for-sale/genappe/1470/20096563
Antwerpen,2610,House,house,745000,for-sale,4,318,0,0,0,1,14.0,0,,0,180,2.0,1931.0,C,229.0,As new,https://www.immoweb.be/en/classified/house/for-sale/antwerpen/2610/20257304
Oedelem,8730,House,house,568000,for-sale,3,211,0,0,0,0,,0,,0,236,,,A,41.0,Good,https://www.immoweb.be/en/classified/house/for-sale/oedelem/8730/20232628
Vivegnis,4683,House,house,150000,for-sale,2,98,0,0,0,0,,1,740.0,0,1020,2.0,,G,817.0,To renovate,https://www.immoweb.be/en/classified/house/for-sale/vivegnis/4683/20300979
Lede,9340,House,house,179000,for-sale,2,91,1,0,0,1,13.0,1,52.0,0,139,2.0,1946.0,C,300.0,To be done up,https://www.immoweb.be/en/classified/house/for-sale/lede/9340/20220249
Berlaar,2590,House,house,189000,for-sale,2,135,0,0,0,0,,0,,0,780,3.0,1939.0,F,1097.0,To renovate,https://www.immoweb.be/en/classified/house/for-sale/berlaar/2590/20193211
Forest,1190,House,house,550000,for-sale,5,310,1,0,0,1,33.0,0,,0,115,2.0,1900.0,F,327.0,Good,https://www.immoweb.be/en/classified/house/for-sale/forest/1190/20171254
Brasschaat,2930,House,villa,979000,for-sale,2,220,1,0,0,0,,0,,1,3200,4.0,1980.0,D,304.0,Good,https://www.immoweb.be/en/classified/villa/for-sale/brasschaat/2930/20272637
Overijse,3090,House,house,1495000,for-sale,5,495,1,0,0,0,,1,1.0,0,,4.0,1976.0,D,323.0,As new,https://www.immoweb.be/en/classified/house/for-sale/overijse/3090/20298736
Grimbergen,1850,House,house,1125000,for-sale,3,215,1,0,0,0,,0,,0,7883,4.0,1965.0,C,230.0,Good,https://www.immoweb.be/en/classified/house/for-sale/grimbergen/1850/20274275
Seraing,4100,House,house,195000,for-sale,2,107,1,0,0,1,67.0,1,50.0,0,276,2.0,1965.0,C,182.0,Good,https://www.immoweb.be/en/classified/house/for-sale/seraing/4100/20193646
Chenee,4032,House,house,199000,for-sale,3,158,1,0,0,1,8.0,1,75.0,0,195,2.0,,D,323.0,Good,https://www.immoweb.be/en/classified/house/for-sale/chenee/4032/20188310
Lombardsijde,8434,House,villa,759000,for-sale,6,469,0,0,0,0,,0,,0,907,,2008.0,A,87.0,Good,https://www.immoweb.be/en/classified/villa/for-sale/lombardsijde/8434/11406957
Lievegem,9920,House,house,545000,for-sale,3,346,1,0,0,0,,0,,0,720,4.0,1976.0,D,327.0,,https://www.immoweb.be/en/classified/house/for-sale/lievegem/9920/20276562
Balen,2490,House,mixed-use-building,599000,for-sale,3,384,1,0,0,1,12.0,0,,1,1219,4.0,2004.0,B,122.0,Good,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/balen/2490/20263797
Liege,4031,House,house,199000,for-sale,5,173,1,0,0,0,,0,,0,231,2.0,1930.0,D,323.0,To be done up,https://www.immoweb.be/en/classified/house/for-sale/liege/4031/20148731
Flemalle-haute,4400,House,house,199000,for-sale,2,136,0,0,0,0,,1,140.0,0,335,2.0,1874.0,E,362.0,Good,https://www.immoweb.be/en/classified/house/for-sale/flemalle-haute/4400/20135345
Watermael-boitsfort,1170,House,house,589000,for-sale,3,212,0,0,0,0,,1,70.0,0,161,,1951.0,F,282.0,,https://www.immoweb.be/en/classified/house/for-sale/watermael-boitsfort/1170/20189318
Chaumont-gistoux,1325,House,house,570000,for-sale,4,215,1,0,0,0,,0,,0,3000,4.0,1980.0,G,627.0,,https://www.immoweb.be/en/classified/house/for-sale/chaumont-gistoux/1325/20210643
Mechelen,2800,Apartment,apartment,1780000,for-sale,5,520,1,0,0,1,150.0,1,250.0,1,,,1999.0,B,193.0,As new,https://www.immoweb.be/en/classified/apartment/for-sale/mechelen/2800/11463292
Seraing,4100,House,house,199000,for-sale,4,160,1,0,0,1,80.0,1,160.0,0,285,2.0,1900.0,C,245.0,Just renovated,https://www.immoweb.be/en/classified/house/for-sale/seraing/4100/11448130
Jehay-bodegnee,4540,House,house,199000,for-sale,3,97,0,0,0,0,,1,545.0,0,700,3.0,1899.0,E,399.0,Good,https://www.immoweb.be/en/classified/house/for-sale/jehay-bodegnee/4540/11483295
Uccle,1180,House,villa,850000,for-sale,4,245,0,0,0,0,,0,,0,683,4.0,1913.0,G,565.0,To renovate,https://www.immoweb.be/en/classified/villa/for-sale/uccle/1180/20279094
Galmaarden,1570,House,house,590000,for-sale,4,488,1,0,0,1,50.0,0,,0,345,2.0,1961.0,C,,Good,https://www.immoweb.be/en/classified/house/for-sale/galmaarden/1570/20137339
Saint-gilles,1060,House,apartment-block,690000,for-sale,4,320,1,0,0,0,,0,,0,240,2.0,1902.0,G,817.0,To renovate,https://www.immoweb.be/en/classified/apartment-block/for-sale/saint-gilles/1060/20231191
Schaarbeek,1030,Apartment,apartment,335000,for-sale,2,88,1,0,0,0,,0,,0,,2.0,,B,79.0,Good,https://www.immoweb.be/en/classified/apartment/for-sale/schaarbeek/1030/20299315
Arsimont,5060,House,villa,699000,for-sale,6,579,1,0,1,0,,0,,0,8873,4.0,,C,201.0,,https://www.immoweb.be/en/classified/villa/for-sale/arsimont/5060/20301830
Ronse,9600,House,house,199000,for-sale,2,90,0,0,0,0,,0,,0,140,2.0,1918.0,C,225.0,Good,https://www.immoweb.be/en/classified/house/for-sale/ronse/9600/20051726
Kraainem,1950,House,house,895000,for-sale,6,280,1,0,0,1,50.0,1,700.0,0,840,3.0,1979.0,D,321.0,Good,https://www.immoweb.be/en/classified/house/for-sale/kraainem/1950/20127832
Wetteren,9230,House,house,199000,for-sale,4,197,0,0,0,0,,0,,0,300,2.0,,B,144.0,Good,https://www.immoweb.be/en/classified/house/for-sale/wetteren/9230/20146194
Jambes,5100,House,house,250000,for-sale,3,140,0,0,0,1,12.0,1,219.0,0,219,2.0,,E,408.0,To restore,https://www.immoweb.be/en/classified/house/for-sale/jambes/5100/20300041
Vilvoorde,1800,House,house,585000,for-sale,,350,0,0,0,0,,0,,0,313,,1954.0,C,263.0,Good,https://www.immoweb.be/en/classified/house/for-sale/vilvoorde/1800/20207098
Villers-le-temple,4550,House,house,295000,for-sale,2,120,1,0,0,1,15.0,1,350.0,0,520,2.0,,C,230.0,Just renovated,https://www.immoweb.be/en/classified/house/for-sale/villers-le-temple/4550/20301617
Wezembeek-oppem,1970,House,house,840000,for-sale,6,334,1,0,0,0,,1,700.0,0,800,4.0,1963.0,D,330.0,To be done up,https://www.immoweb.be/en/classified/house/for-sale/wezembeek-oppem/1970/20269150
Poperinge,8972,House,house,320000,for-sale,3,194,0,0,0,0,,1,638.0,0,747,2.0,1963.0,C,280.0,As new,https://www.immoweb.be/en/classified/house/for-sale/poperinge/8972/20301123
Schilde,2970,House,villa,1295000,for-sale,4,420,1,0,0,0,,0,,1,2571,4.0,1969.0,C,268.0,Good,https://www.immoweb.be/en/classified/villa/for-sale/schilde/2970/20029595
Damme,8340,House,house,698000,for-sale,4,224,1,0,0,0,,0,,0,606,4.0,,B,199.0,,https://www.immoweb.be/en/classified/house/for-sale/damme/8340/20264647
Liege,4000,House,house,500000,for-sale,10,402,0,0,0,1,20.0,1,100.0,0,225,2.0,1934.0,E,371.0,To renovate,https://www.immoweb.be/en/classified/house/for-sale/liege/4000/20284635
Sint-niklaas,9100,House,house,215000,for-sale,3,147,0,0,0,0,,1,181.0,0,311,2.0,1936.0,F,787.0,To renovate,https://www.immoweb.be/en/classified/house/for-sale/sint-niklaas/9100/20052313
Sint-gillis-dendermonde,9200,House,house,449000,for-sale,3,160,0,0,0,0,,0,,0,682,,1990.0,C,244.0,,https://www.immoweb.be/en/classified/house/for-sale/sint-gillis-dendermonde/9200/20299596
Denderleeuw,9470,House,house,199000,for-sale,3,128,1,0,0,0,,1,385.0,0,474,3.0,1930.0,F,721.0,To renovate,https://www.immoweb.be/en/classified/house/for-sale/denderleeuw/9470/20027878
Woluwe-saint-pierre,1160,House,house,995000,for-sale,5,265,1,0,0,0,,1,500.0,0,620,3.0,1910.0,F,290.0,To be done up,https://www.immoweb.be/en/classified/house/for-sale/woluwe-saint-pierre/1160/20258980
Bree,3960,House,mixed-use-building,1445000,for-sale,7,401,1,0,0,0,,0,,0,81976,4.0,1918.0,,,To be done up,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/bree/3960/20223892
Woluwe-saint-pierre,1150,House,town-house,895000,for-sale,3,300,0,0,0,1,25.0,1,175.0,0,390,2.0,1974.0,E,,To be done up,https://www.immoweb.be/en/classified/town-house/for-sale/woluwe-saint-pierre/1150/20186390
Dessel,2480,House,house,560000,for-sale,3,317,1,0,0,0,,0,,0,4712,4.0,1979.0,B,195.0,Good,https://www.immoweb.be/en/classified/house/for-sale/dessel/2480/20283760
Antwerpen-merksem,2170,House,mixed-use-building,199900,for-sale,2,154,0,0,0,0,,0,,0,81,2.0,1930.0,F,826.0,To be done up,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/antwerpen-merksem/2170/11451746
Knokke-heist,8300,House,villa,1575000,for-sale,4,262,1,0,0,0,,1,316.0,0,316,3.0,1960.0,B,107.0,Just renovated,https://www.immoweb.be/en/classified/villa/for-sale/knokke-heist/8300/20078951
Schoten,2900,House,villa,975000,for-sale,5,285,0,0,0,0,,0,,0,1760,4.0,1986.0,D,319.0,,https://www.immoweb.be/en/classified/villa/for-sale/schoten/2900/20276568
Saint-hubert,6870,House,house,124000,for-sale,4,97,0,0,0,0,,0,,0,68,3.0,1925.0,E,421.0,Good,https://www.immoweb.be/en/classified/house/for-sale/saint-hubert/6870/20284252
Zwevegem,8550,House,house,565000,for-sale,4,321,1,0,0,1,37.0,0,,0,540,,1992.0,C,211.0,Good,https://www.immoweb.be/en/classified/house/for-sale/zwevegem/8550/20267675
Herstal,4040,House,bungalow,200000,for-sale,3,98,1,0,0,1,28.0,0,,0,317,4.0,1950.0,D,296.0,Good,https://www.immoweb.be/en/classified/bungalow/for-sale/herstal/4040/20132766
Leuven,3000,Apartment,apartment,495000,for-sale,3,140,1,0,0,1,33.0,0,,0,,,,C,240.0,,https://www.immoweb.be/en/classified/apartment/for-sale/leuven/3000/20296873
Grace-hollogne,4460,House,house,230000,for-sale,3,200,0,0,0,1,60.0,1,787.0,0,1100,3.0,1945.0,G,832.0,To renovate,https://www.immoweb.be/en/classified/house/for-sale/grace-hollogne/4460/20017904
Auderghem,1160,House,house,995000,for-sale,5,265,1,0,0,0,,1,500.0,0,620,3.0,1910.0,F,290.0,To be done up,https://www.immoweb.be/en/classified/house/for-sale/auderghem/1160/20221420
Liers,4042,House,house,240000,for-sale,4,190,1,0,0,1,50.0,0,,0,600,4.0,1964.0,E,374.0,To renovate,https://www.immoweb.be/en/classified/house/for-sale/liers/4042/20235628
Ixelles,1050,House,mansion,1320000,for-sale,6,460,1,0,0,1,40.0,1,120.0,0,320,2.0,1910.0,E,254.0,As new,https://www.immoweb.be/en/classified/mansion/for-sale/ixelles/1050/20188376
